Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Country	Continent	Domain	Phylum	Class	Order	Family	Genus	Species
MGYG000304237	MAG	2394447	72	57012	39.67	99.66	0	0	0	0	19	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bivia
MGYG000304238	MAG	1205005	32	57722	26.36	95.03	0.55	0	0	0	11	USA	North America	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella asaccharolytica
MGYG000304239	MAG	1482435	62	40326	34.57	96.85	0	0	0	0	12	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	Fenollaria	Fenollaria massiliensis
MGYG000304240	MAG	1913019	30	102987	37.03	99.86	0	0	0	0	18	USA	North America	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia moorei
MGYG000304241	MAG	910120	57	18868	44.96	64.11	0.76	0	0	0	16	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
MGYG000304242	MAG	1949581	53	83323	56.34	98.89	1.07	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Gleimia	Gleimia europaea
MGYG000304243	MAG	1170561	92	18658	34.15	55.92	0	0	0	0	13	USA	North America	Bacteria	Bacillota	Clostridia	Saccharofermentanales	Fastidiosipilaceae	Fastidiosipila	Fastidiosipila sanguinis
MGYG000304244	MAG	1904446	42	67885	56.98	99.53	0.47	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia turicensis
MGYG000304245	MAG	2030719	115	27588	36.8	99.03	0.09	0	0	0	17	USA	North America	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus
MGYG000304246	MAG	2322148	190	17610	47.17	69.66	0	0	0	0	13	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900313215
MGYG000304247	MAG	1249885	157	9939	35.73	75.17	0.13	0	0	0	10	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	NA
MGYG000304248	MAG	1979530	25	93142	55.81	100	1.42	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
MGYG000304249	MAG	1674180	64	50458	49.23	99.19	0.07	0	0	0	19	USA	North America	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olegusella	Olegusella massiliensis
MGYG000304250	MAG	2458089	85	43331	48.01	97.84	0.36	0	0	0	17	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
MGYG000304251	MAG	2454944	200	16732	63.42	95.72	0.99	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum
MGYG000304252	MAG	1750102	136	18286	56.78	90.39	1.07	0	0	0	19	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Gleimia	Gleimia europaea
MGYG000304253	MAG	1742612	14	175399	45.99	100	0	0	0	0	17	USA	North America	Bacteria	Bacillota	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera lornae
MGYG000304254	MAG	1216240	256	5063	60.15	58.61	0.96	0	0	0	14	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum massiliense
MGYG000304255	MAG	1716677	150	19900	63.43	86.54	0	0	0	0	16	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium sp001807485
MGYG000304256	MAG	2420033	77	52936	64.05	97.44	0.44	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium phoceense
MGYG000304257	MAG	2784748	39	133011	37.47	99.63	0	0	0	0	17	USA	North America	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
MGYG000304258	MAG	1660767	233	8745	30.47	86.23	0.57	0	0	0	3	USA	North America	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA
MGYG000304259	MAG	2511286	186	19898	33.67	96.45	0.4	0	0	0	11	USA	North America	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus lugdunensis
MGYG000304260	MAG	2336066	184	17666	43.96	95.63	0.8	0	0	0	15	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp001553265
MGYG000304261	MAG	1395225	10	206829	42.68	100	0	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	Fannyhessea vaginae
MGYG000304262	MAG	1434607	139	14819	44.48	92.43	1.42	0	0	0	16	USA	North America	Bacteria	Bacillota	Clostridia	Saccharofermentanales	DTU023	UBA5436	NA
MGYG000304263	MAG	2026390	174	15335	52.72	98.09	0	0	0	0	19	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis
MGYG000304264	MAG	1729281	231	9380	56.63	85.46	0.31	0	0	0	17	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp001808555
MGYG000304265	MAG	2096827	98	35925	61.86	96.2	0.29	0	0	0	18	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Gulosibacter	Gulosibacter sp943914115
MGYG000304266	MAG	2468824	140	27792	41.92	94.91	0.27	0	0	0	18	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella timonensis
MGYG000304267	MAG	1225406	210	6718	40.56	59.28	0.12	0	0	0	7	USA	North America	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp019448285
MGYG000304268	MAG	2735876	74	65552	32.58	98.42	0.64	0	0	0	10	USA	North America	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
MGYG000304269	MAG	995776	201	5319	41	61.83	0.17	0	0	0	8	USA	North America	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	UBA4285	UBA4285 sp900542465
MGYG000304270	MAG	1855518	138	22123	53.35	94.1	0.19	0	0	0	19	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis
MGYG000304271	MAG	2702306	136	39020	64.04	97.73	1.44	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	NA
MGYG000304272	MAG	1744106	8	942580	34.8	99.22	0	0	0	0	15	USA	North America	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri
MGYG000304273	MAG	704633	109	8622	51.82	59.97	1.08	0	0	0	11	USA	North America	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Berryella	NA
MGYG000304274	MAG	1678215	192	10621	61.09	81.45	0.7	0	0	0	16	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA
MGYG000304275	MAG	1372577	218	7317	38.94	78	1.13	0	0	0	15	USA	North America	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	S5-A14a	S5-A14a sp000758905
MGYG000304276	MAG	1477308	247	6440	62.63	76.41	0.48	0	0	0	12	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium ravenspurgense
MGYG000304277	MAG	4639974	283	24418	43.59	96.15	0.37	0	0	0	19	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
MGYG000304278	MAG	1510311	28	141530	34.84	98.55	1.94	0	0	0	19	USA	North America	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
MGYG000304279	MAG	1690651	50	88344	38.8	96.84	0.32	0	0	0	19	USA	North America	Bacteria	Bacillota	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp001553355
MGYG000304280	MAG	2463088	40	132976	58.63	99.4	0	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium amycolatum
MGYG000304281	MAG	3885979	133	46972	38.82	100	0	0	0	0	17	USA	North America	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	Proteus mirabilis
MGYG000304282	MAG	620046	10	78520	28.38	98.08	0.38	0	0	0	20	USA	North America	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Malacoplasma	Malacoplasma girerdii
MGYG000304283	MAG	940861	161	6797	43.12	69.12	0	0	0	0	13	USA	North America	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	NA
MGYG000304284	MAG	1519853	215	8209	53.69	86.25	0.14	0	0	0	16	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum cambriense
MGYG000304285	MAG	1298542	41	51068	43.2	95.45	0	0	0	0	19	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
MGYG000304286	MAG	2082955	34	132870	56.06	99.12	0	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionimicrobium	Propionimicrobium lymphophilum
MGYG000304287	MAG	1894012	144	21702	53.63	93.62	3.76	0	0	0	18	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Varibaculum	NA
MGYG000304288	MAG	880932	212	4321	39.44	55.44	0	0	0	0	7	USA	North America	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus christensenii
MGYG000304289	MAG	1594989	307	5604	58.14	71.55	0.11	0	0	0	6	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp943914815
MGYG000304290	MAG	2307013	102	37756	61.83	95.98	0.72	0	0	0	15	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium coyleae
MGYG000304291	MAG	1072241	164	7615	48.99	79.23	0.3	0	0	0	9	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	NA	NA
MGYG000304292	MAG	1583822	38	105017	37.88	97.81	0.45	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
MGYG000304293	MAG	1497275	32	70221	49.62	96.95	0	0	0	0	18	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	Levyella	Levyella massiliensis
MGYG000304294	MAG	1320944	41	59668	51.61	97.73	0	0	0	0	12	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	W5053	NA
MGYG000304295	MAG	2158993	36	103832	62.82	98.62	0	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
MGYG000304296	MAG	726597	170	4319	50.53	57.17	0.08	0	0	0	10	USA	North America	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Berryella	NA
MGYG000304297	MAG	907271	154	6668	31.57	60.61	0	0	0	0	6	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	NA
MGYG000304298	MAG	1634783	284	6187	46.97	77.49	1.6	0	0	0	12	USA	North America	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oligella	Oligella urethralis
MGYG000304299	MAG	799414	75	15142	34.49	93.41	0.1	0	0	0	19	USA	North America	Bacteria	Pseudomonadota	Alphaproteobacteria	RUG11792	RUG11792	NA	NA
MGYG000304300	MAG	2719350	88	51512	64.35	97.49	0.52	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	NA
MGYG000304301	MAG	1276707	143	13370	42.52	93.04	0	0	0	0	16	USA	North America	Bacteria	Bacillota	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900541485
MGYG000304302	MAG	781304	18	92055	42.37	50.79	0	0	0	0	16	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
MGYG000304303	MAG	1524211	129	16210	37.28	87.18	0.09	0	0	0	15	USA	North America	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus
MGYG000304304	MAG	2150349	303	9597	61.51	83.55	2.45	0	0	0	16	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium minutissimum
MGYG000304305	MAG	1479375	29	99457	42.18	99.76	0.23	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium swidsinskii
MGYG000304306	MAG	1946129	60	98802	56.72	94.56	0.95	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Winkia	Winkia sp002849225
MGYG000304307	MAG	1738313	31	88839	44.94	94.58	0.16	0	0	0	20	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
MGYG000304308	MAG	1013263	68	21786	40.78	68.15	1.51	0	0	0	16	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
MGYG000304309	MAG	1160931	141	10361	35.25	73.6	4.47	0	0	0	8	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
MGYG000304310	MAG	1394192	202	8442	43.36	75.82	1.1	0	0	0	9	USA	North America	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinae
MGYG000304311	MAG	2393557	59	78681	31.99	99.25	0.06	0	0	0	12	USA	North America	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
MGYG000304312	MAG	512373	110	4911	25.94	52.66	0	0	0	0	11	USA	North America	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	JABCPO02	NA
MGYG000304313	MAG	2198091	81	42334	51.56	96.3	0	0	0	0	17	USA	North America	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900548585
MGYG000304314	MAG	1329004	200	8147	34.7	82.11	0	0	0	0	9	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
MGYG000304315	MAG	1338569	124	16434	35.21	86.36	0.76	0	0	0	9	USA	North America	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	Ezakiella	NA
MGYG000304316	MAG	1568808	223	8827	65.65	71.7	2.2	0	0	0	11	USA	North America	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium imitans
MGYG000304317	MAG	1635768	13	375041	64.92	100	0	0	0	0	20	USA	North America	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella urininfantis
