Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000303755	MAG	1468439	44	64566	37.94	94.35	0.45	0.00	0.00	0.00	20	CAMPNO01	MGYG000304292	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A	SAMEA111346111	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304292/genomes1/MGYG000303755.gff.gz
MGYG000303756	MAG	1145494	244	4997	53.47	67.65	1.38	0.00	0.00	0.00	13	CAMPNP01	MGYG000303955	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum sp002892395	SAMEA111346174	ERP138504	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303955/genomes1/MGYG000303756.gff.gz
MGYG000303757	MAG	2384287	58	56354	46.21	97.14	0.0	0.00	0.00	0.00	16	CAMPNQ01	MGYG000303757	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005	SAMEA111346173	ERP138504	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303757/genomes1/MGYG000303757.gff.gz
MGYG000303758	MAG	1485849	44	55995	39.02	97.71	0.0	0.00	0.00	0.00	19	CAMPNR01	MGYG000303995	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii	SAMEA111346110	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303995/genomes1/MGYG000303758.gff.gz
MGYG000303759	MAG	1281659	113	15267	49.98	93.03	0.0	0.00	0.00	0.00	16	CAMPNS01	MGYG000304014	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__	SAMEA111346109	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304014/genomes1/MGYG000303759.gff.gz
MGYG000303760	MAG	626791	19	65570	45.5	62.11	0.0	0.00	99.74	0.00	20	CAMPNT01	MGYG000304181	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__	SAMEA111346149	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304181/genomes1/MGYG000303760.gff.gz
MGYG000303761	MAG	1601748	33	94874	45.45	99.45	0.34	0.00	0.00	0.00	20	CAMPNU01	MGYG000304028	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_H	SAMEA111346143	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304028/genomes1/MGYG000303761.gff.gz
MGYG000303762	MAG	1273293	18	108494	28.21	98.88	0.0	0.00	0.00	0.00	17	CAMPNV01	MGYG000303840	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis	SAMEA111346146	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303840/genomes1/MGYG000303762.gff.gz
MGYG000303763	MAG	1402716	66	30734	25.49	96.19	0.09	0.00	0.00	0.00	17	CAMPNW01	MGYG000303854	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895	SAMEA111346150	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303854/genomes1/MGYG000303763.gff.gz
MGYG000303764	MAG	1351164	132	15315	39.25	93.9	1.39	0.00	0.00	0.00	11	CAMPNX01	MGYG000304222	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355	SAMEA111346112	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304222/genomes1/MGYG000303764.gff.gz
MGYG000303765	MAG	1593182	17	257686	41.87	100	0.09	0.00	0.00	0.00	20	CAMPNY01	MGYG000304218	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii	SAMEA111346163	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304218/genomes1/MGYG000303765.gff.gz
MGYG000303766	MAG	1458251	102	22092	50.51	97.87	0.0	0.00	0.00	10.94	19	CAMPNZ01	MGYG000303766	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__	SAMEA111346130	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303766/genomes1/MGYG000303766.gff.gz
MGYG000303767	MAG	1021290	35	48454	39.49	59.07	0.91	0.00	0.00	0.00	13	CAMPOA01	MGYG000304292	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A	SAMEA111346123	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304292/genomes1/MGYG000303767.gff.gz
MGYG000303768	MAG	1540134	29	159206	42.78	100	0.0	0.00	0.00	0.00	20	CAMPOB01	MGYG000304068	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae	SAMEA111346159	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304068/genomes1/MGYG000303768.gff.gz
MGYG000303769	MAG	1580523	87	31580	40.97	94.1	0.06	95.80	97.98	99.76	20	CAMPOC01	MGYG000304136	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale	SAMEA111346141	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304136/genomes1/MGYG000303769.gff.gz
MGYG000303770	MAG	1582474	78	40089	42.74	91.92	4.96	0.00	0.00	0.00	19	CAMPOD01	MGYG000303794	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_E	SAMEA111346126	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303794/genomes1/MGYG000303770.gff.gz
MGYG000303771	MAG	1540687	11	261443	46.68	98.99	0.0	0.00	0.00	0.00	20	CAMPOE01	MGYG000303961	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935	SAMEA111346156	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303961/genomes1/MGYG000303771.gff.gz
MGYG000303772	MAG	1857344	267	8176	46.64	84.96	1.28	0.00	0.00	0.00	12	CAMPOF01	MGYG000303757	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005	SAMEA111346142	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303757/genomes1/MGYG000303772.gff.gz
MGYG000303773	MAG	2348310	232	14078	55.11	95.18	2.33	0.00	0.00	0.00	19	CAMPOG01	MGYG000304099	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris	SAMEA111346125	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304099/genomes1/MGYG000303773.gff.gz
MGYG000303774	MAG	1213470	21	86591	32.41	99.63	0.44	0.00	0.00	0.00	17	CAMPOH01	MGYG000304057	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	SAMEA111346145	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304057/genomes1/MGYG000303774.gff.gz
MGYG000303775	MAG	1242955	76	23718	34.99	98.36	0.66	0.00	0.00	0.00	17	CAMPOI01	MGYG000304006	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister micraerophilus	SAMEA111346139	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304006/genomes1/MGYG000303775.gff.gz
MGYG000303776	MAG	694614	19	102551	26.77	98.5	0.38	0.00	0.00	0.00	20	CAMPOJ01	MGYG000303858	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma hominis	SAMEA111346134	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303858/genomes1/MGYG000303776.gff.gz
MGYG000303777	MAG	1414586	27	95685	43.42	94.24	0.45	0.00	0.00	0.00	20	CAMPOK01	MGYG000304089	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_C	SAMEA111346161	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304089/genomes1/MGYG000303777.gff.gz
MGYG000303778	MAG	1199677	108	17441	43.56	78.66	3.52	0.00	0.00	0.00	18	CAMPOL01	MGYG000304285	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_B	SAMEA111346152	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304285/genomes1/MGYG000303778.gff.gz
MGYG000303779	MAG	1891351	150	18581	36.66	92.53	0.17	0.00	0.00	0.00	15	CAMPOM01	MGYG000303884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	SAMEA111346157	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303884/genomes1/MGYG000303779.gff.gz
MGYG000303780	MAG	1927847	198	13635	37.52	90.61	0.83	0.00	0.00	0.00	10	CAMPON01	MGYG000303877	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SAMEA111346127	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303877/genomes1/MGYG000303780.gff.gz
MGYG000303781	MAG	1016112	77	25287	42.25	71.51	0.0	0.00	0.00	0.00	18	CAMPOO01	MGYG000303797	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	SAMEA111346118	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303797/genomes1/MGYG000303781.gff.gz
MGYG000303782	MAG	1366566	42	62958	49.22	98.66	0.81	0.00	0.00	0.00	19	CAMPOP01	MGYG000303805	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__	SAMEA111346120	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303805/genomes1/MGYG000303782.gff.gz
MGYG000303783	MAG	1375148	65	27859	38.66	100	0.0	0.00	0.00	0.00	19	CAMPOQ01	MGYG000303966	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera hutchinsoni	SAMEA111346114	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303966/genomes1/MGYG000303783.gff.gz
MGYG000303784	MAG	1517767	29	141569	42.7	99.6	0.0	0.00	0.00	0.00	20	CAMPOR01	MGYG000304068	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae	SAMEA111346140	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304068/genomes1/MGYG000303784.gff.gz
MGYG000303785	MAG	1739563	30	106415	46.03	100	0.0	0.00	0.00	0.00	20	CAMPOS01	MGYG000303976	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae	SAMEA111346160	ERP138373	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303976/genomes1/MGYG000303785.gff.gz
MGYG000303786	MAG	1221403	118	17408	36.22	61.12	0.34	0.00	0.00	0.00	19	CAMPPG01	MGYG000303750	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii	SAMEA111346176	ERP138504	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303750/genomes1/MGYG000303786.gff.gz
MGYG000303787	MAG	1481911	17	199340	56.2	97.41	0.0	0.00	0.00	0.00	20	CAMPTU01	MGYG000303787	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A sp000758825	SAMEA111388679	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303787/genomes1/MGYG000303787.gff.gz
MGYG000303788	MAG	1713691	43	65197	34.32	98.83	0.0	0.00	0.00	0.00	17	CAMPTV01	MGYG000304202	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	SAMEA111388640	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304202/genomes1/MGYG000303788.gff.gz
MGYG000303789	MAG	1290704	19	125190	26.77	95.03	0.55	0.00	0.00	0.00	13	CAMPTZ01	MGYG000303789	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella asaccharolytica	SAMEA111388690	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303789/genomes1/MGYG000303789.gff.gz
MGYG000303790	MAG	2294698	35	116826	55.2	99.53	1.42	0.00	0.00	0.00	20	CAMPUA01	MGYG000304099	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris	SAMEA111388686	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304099/genomes1/MGYG000303790.gff.gz
MGYG000303791	MAG	1755896	30	103956	34.83	100	0.0	0.00	0.00	0.00	13	CAMPUE01	MGYG000303791	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus tetradius	SAMEA111388628	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303791/genomes1/MGYG000303791.gff.gz
MGYG000303792	MAG	687316	26	66330	25.3	98.33	0.24	0.00	0.00	0.00	17	CAMPUF01	MGYG000304078	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma parvum	SAMEA111388676	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304078/genomes1/MGYG000303792.gff.gz
MGYG000303793	MAG	1324860	180	8726	42.4	93.34	0.72	0.00	0.00	0.00	10	CAMPUH01	MGYG000303956	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900541485	SAMEA111388701	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303956/genomes1/MGYG000303793.gff.gz
MGYG000303794	MAG	1524498	19	251658	42.87	98.94	0.15	0.00	0.00	0.00	20	CAMPUI01	MGYG000303794	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_E	SAMEA111388731	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303794/genomes1/MGYG000303794.gff.gz
MGYG000303795	MAG	2035398	83	31704	52.92	99.76	0.0	0.00	0.00	0.00	20	CAMPUJ01	MGYG000303795	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A	SAMEA111388693	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303795/genomes1/MGYG000303795.gff.gz
MGYG000303796	MAG	1279521	27	97509	26.61	98.88	0.0	0.00	0.00	0.00	13	CAMPUK01	MGYG000304233	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens	SAMEA111388692	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304233/genomes1/MGYG000303796.gff.gz
MGYG000303797	MAG	1322520	47	46532	42.58	92.08	0.0	0.00	0.00	0.00	19	CAMPUL01	MGYG000303797	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	SAMEA111388680	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303797/genomes1/MGYG000303797.gff.gz
MGYG000303798	MAG	1414294	78	36507	49.48	99.19	0.0	0.00	0.00	0.00	18	CAMPUM01	MGYG000304014	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__	SAMEA111388678	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304014/genomes1/MGYG000303798.gff.gz
MGYG000303799	MAG	1637147	323	5583	53.36	67.79	1.44	0.00	0.00	0.00	14	CAMPUN01	MGYG000303799	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	SAMEA111388707	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303799/genomes1/MGYG000303799.gff.gz
MGYG000303800	MAG	2655105	43	115542	63.68	99.78	0.66	0.00	0.00	0.00	20	CAMPUP01	MGYG000303800	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium phoceense	SAMEA111388687	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303800/genomes1/MGYG000303800.gff.gz
MGYG000303801	MAG	1461794	12	366488	42.34	87.83	0.0	0.00	0.00	0.00	20	CAMPUW01	MGYG000303918	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515	SAMEA111388683	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303918/genomes1/MGYG000303801.gff.gz
MGYG000303802	MAG	1384393	39	46051	34.07	77.28	2.33	0.00	0.00	0.00	9	CAMPUX01	MGYG000303802	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	SAMEA111388737	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303802/genomes1/MGYG000303802.gff.gz
MGYG000303803	MAG	2393132	69	64930	39.12	98.31	0.45	0.00	0.00	0.00	18	CAMPVB01	MGYG000304208	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella disiens	SAMEA111388742	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304208/genomes1/MGYG000303803.gff.gz
MGYG000303804	MAG	1494401	72	45783	43.65	94.59	3.67	0.00	0.00	0.00	20	CAMPVD01	MGYG000304104	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	SAMEA111388694	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304104/genomes1/MGYG000303804.gff.gz
MGYG000303805	MAG	1442482	18	108868	48.88	100	0.0	0.00	0.00	0.00	20	CAMPVF01	MGYG000303805	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__	SAMEA111388667	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303805/genomes1/MGYG000303805.gff.gz
MGYG000303806	MAG	1187859	234	5302	49.8	80.29	0.27	0.00	0.00	0.00	16	CAMPVK01	MGYG000303766	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__	SAMEA111388673	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303766/genomes1/MGYG000303806.gff.gz
MGYG000303807	MAG	1651260	259	6749	55.58	77.69	1.66	0.00	0.00	0.00	19	CAMPVM01	MGYG000303979	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus curtisii	SAMEA111388738	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303979/genomes1/MGYG000303807.gff.gz
MGYG000303808	MAG	1760189	24	157804	60.88	99.19	0.0	0.00	0.00	0.00	20	CAMPVO01	MGYG000304141	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp900604965	SAMEA111388634	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304141/genomes1/MGYG000303808.gff.gz
MGYG000303809	MAG	1389594	22	157802	51.72	100	0.81	0.00	0.00	0.00	20	CAMPVP01	MGYG000303969	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium deltae	SAMEA111388637	ERP138409	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303969/genomes1/MGYG000303809.gff.gz
